iso3,year,analysis_population_total,gbd_rate_cardiovascular_diseases,gbd_rate_chronic_respiratory_diseases,gbd_rate_neoplasms,gbd_rate_diabetes_kidney,gbd_rate_cardiovascular_diseases_per100k,gbd_rate_chronic_respiratory_diseases_per100k,gbd_rate_neoplasms_per100k,gbd_rate_diabetes_kidney_per100k,life_expectancy,life_expectancy_male,life_expectancy_female,hdi,population_thousands,pop_density,median_age,pop_growth_rate,tfr,wdi_population_65_plus_pct,wdi_population_total,wdi_urban_population_pct,wdi_gdp_per_capita,wdi_gini,dbd_smoking,dbd_pm25,dbd_high_bmi,dbd_high_glucose,dbd_high_sbp,dbd_dietary_risks,dbd_smoking_per100k,dbd_pm25_per100k,dbd_high_bmi_per100k,dbd_high_glucose_per100k,dbd_high_sbp_per100k,dbd_dietary_risks_per100k,wdi_diabetes_prevalence,wdi_pm25,mpower_group,beds_10k,doctors_10k,nurses_10k,uhc_index,che_pct_gdp,che_pc_usd,govt_he_pct,ext_he_pct,wdi_health_expenditure_per_capita,wdi_government_health_expenditure_pct,wdi_external_health_expenditure_pct,wdi_hospital_beds,wdi_physicians,wdi_nurses_midwives,wdi_out_of_pocket_pct,wb_hnp_hci,wb_hnp_skilled_birth_attendance,wb_hnp_immunization_dpt,wb_hnp_immunization_measles,wb_hnp_immunization_hepb3,vulnerability_type_code,vulnerability_type_label,overall_vulnerability_score,burden_pressure_score,risk_pressure_score,combined_pressure_score,resource_response_score,context_support_score,adjusted_response_score,adaptation_gap_score,response_diagnosis_type,component__beds_10k,component__doctors_10k,component__nurses_10k,component__uhc_index,component__che_pct_gdp,component__che_pc_usd,component__govt_he_pct,component__wdi_health_expenditure_per_capita,component__wdi_government_health_expenditure_pct,component__wdi_hospital_beds,component__wb_hnp_immunization_dpt,component__wb_hnp_immunization_measles,component__wb_hnp_immunization_hepb3,component__ext_he_pct,component__wdi_external_health_expenditure_pct,component__wdi_out_of_pocket_pct,weakest_resource_components,dominant_risk_triplet
RUS,2023,143826130.0,900952.9945980865,35861.61448535546,305762.82811550924,56151.89495838832,626.4181582290273,24.93400502770634,212.59198736384636,39.04151141269554,73.1541,67.2561,79.0375,0.832,145440.5,8.8815,39.4535,-0.323,1.449,16.6046427349856,143826130.0,74.9805047873279,282379.2749122815,33.0,244080.5106981526,91733.63132667416,165987.3644075695,143149.4667605928,518240.7371414578,320155.5229274023,169.70526197023628,63.780921677218295,115.40835062972874,99.5295269090483,360.324467564731,222.59899708585797,,,,68.089835552,,,81.0,7.04438496,1003.33166504,70.04312897,0.0,,,,,,,,,,,,,1.0,类型1-高负担转型承压型,0.1841676404256288,0.692573402417962,0.8142630972941854,0.7534182498560738,0.8020920820343361,0.7756529384693069,0.7968042533213304,-0.04338600346525667,高压高响应型,0.8916808149405773,,,0.8583765112262521,0.6597482888054759,0.7660185594343791,0.758003974387282,,,,,,,0.8787243434120503,,,component__che_pct_gdp / component__govt_he_pct / component__che_pc_usd,高收缩压 / 吸烟 / 高血糖
RWA,2023,13954471.0,16290.067949163984,2364.8894483635117,13074.46394217375,5764.730919835795,116.73726613616512,16.947180931212024,93.69372685051086,41.31099573631845,67.7852,65.4927,69.8857,0.578,13954.472,576.3929,19.4401,2.177,3.6982,3.82185022198798,13954471.0,28.8555310645477,288755.4747019769,39.4,5538.126156575483,12173.48733541421,2619.941136888049,3195.1648772479284,10313.22486025494,6339.893478606339,39.68710928974293,87.23718251601375,18.774922653019587,22.897069170504057,73.90624023121292,45.43270381662149,,,,7.483621382,1.04,7.5,59.0,5.12708998,52.65630722,47.02923203,37.0,,,,,,,,,,,,,2.0,类型2-低缓冲低承载型,0.010459400744954,0.426543609671848,0.2953727691421992,0.3609581894070236,0.22167788416051654,0.38283340473000693,0.25390898827441466,0.10704920113260896,低压低响应型,0.09813242784380305,0.08305142083897159,0.11580013504388927,0.34628670120898103,0.41973945683373814,0.2010605391073796,0.43784499889600353,,,,,,,0.07150739351136615,,,component__ext_he_pct / component__doctors_10k / component__beds_10k,高收缩压 / 高血糖 / 膳食风险
SAU,2023,33702731.0,33834.676035013035,2624.3056353650036,12951.518348726737,13417.973552376512,100.391496567483,7.786626061149179,38.428690982718095,39.81271889324492,78.7321,77.0972,81.1556,0.9,33264.292,15.474,29.2468,2.387,2.2803,2.81950386919403,33702731.0,84.2962388315415,67001.52774626345,,8144.129034166364,14780.702425245305,18540.56097708563,15938.52253066989,22055.607876018996,15358.25748855712,24.164596733025476,43.85609707784602,55.01204331804931,47.29148664738739,65.44160434956738,45.569771448364584,,,,24.071459213,34.06,65.57,83.0,5.68722248,1825.2545166,77.76662445,0.0,,,,,,,,,,,,,3.0,类型3-相对稳健型,-0.7570574649834626,0.21481001727115717,0.31019717904432925,0.2625035981577432,0.747057921534936,0.6434666042687426,0.7263396580816973,-0.4638360599239541,相对均衡型,0.42920203735144313,0.7897496617050067,0.7329507089804186,0.9129965457685665,0.5043055862221241,0.8442333186036235,0.8843011702362552,,,,,,,0.8787243434120503,,,component__beds_10k / component__che_pct_gdp / component__nurses_10k,高收缩压 / 高血糖 / 膳食风险
SDN,2023,50042791.0,106213.29488495288,6563.759350669581,23060.07432313393,13543.077485856304,212.24494629996332,13.116293515023136,46.08071185145115,27.062993920255774,66.331,63.2722,69.6255,0.511,50042.791,28.3521,18.2764,0.023,4.3227,3.21166042888835,50042791.0,34.7960076976764,76027.66787950101,,13935.11679218438,38356.96014415363,23169.477661572208,21089.01280079274,70357.98520721907,34745.74416526674,27.846402076543615,76.64832312041435,46.299331429320574,42.141959669661,140.5956458488078,69.43206697897153,,,,,,,48.0,2.85165739,21.0830822,20.74396706,16.31030655,,,,,,,,,,,,,2.0,类型2-低缓冲低承载型,0.1456726145973715,0.30548359240069084,0.4472510074841681,0.37636729994242946,0.14022823006128585,0.3247755497613137,0.17713769400129142,0.19922960594113803,低压低响应型,,,,0.24568221070811744,0.07264296754250386,0.05987627043747238,0.11989401633914772,,,,,,,0.20304568527918782,,,component__che_pc_usd / component__che_pct_gdp / component__govt_he_pct,高收缩压 / 高血糖 / 膳食风险
SEN,2023,18077573.0,19890.014153768163,2974.9865115510343,8370.203429664007,4907.175745228681,110.02590974888147,16.45678051777766,46.30158832529127,27.145102637553624,68.6829,66.7904,70.7541,0.53,18077.573,93.8948,19.1293,2.329,3.8185,3.5903878360666,18077573.0,54.6992276190794,270806.4755929253,,3279.364426415255,14974.13814840818,3440.315698390363,6568.8542921077205,12366.433120600785,5824.057002774759,18.140512702757473,82.83267974306163,19.0308494308963,36.33703646008079,68.40759608936877,32.21702936989804,,,,,1.09,4.24,48.0,4.32314825,73.22670746,27.57372856,16.79883003,,,,,,,,,,,,,2.0,类型2-低缓冲低承载型,-0.2026476817300376,0.2515112262521589,0.2416882556131261,0.24659974093264247,0.19013607957058645,0.4486354344319356,0.24183595054285628,0.004763790389786193,低压低响应型,,0.08558863328822733,0.05081026333558406,0.24568221070811744,0.2837270920733054,0.27883340698188247,0.18745860013247959,,,,,,,0.19885235047450894,,,component__nurses_10k / component__doctors_10k / component__govt_he_pct,高收缩压 / 高血糖 / 膳食风险
SGP,2023,5917648.0,7533.07828574598,725.1462335058098,7672.4334302642,1266.2444398862697,127.2985193736765,12.253960247480244,129.65342700789571,21.397765461654185,83.7362,81.2402,86.2361,0.946,5789.09,8475.9729,35.1016,0.807,0.9429,13.0953667239036,5917648.0,100.0,90082.17558998954,,2042.6877311797855,2304.552119372456,1514.146092337868,2445.376655658831,3653.751263613306,3176.026986268761,34.518574460322505,38.943717493376695,25.586957729453797,41.3234557996493,61.74330179174743,53.670427613618806,,,,28.118399224,26.7,70.9,88.0,4.49163246,3921.60253906,58.46056747,0.0,,,,,,,,,,,,,3.0,类型3-相对稳健型,-0.6255997288462385,0.3020293609671848,0.2654360967184802,0.2837327288428325,0.7014767054832918,0.866980799799667,0.7345775243465669,-0.45084479550373435,相对均衡型,0.5079796264855687,0.6439445196211097,0.7677245104659014,0.9872625215889465,0.3141973945683374,0.9202386212991605,0.5917421064252595,,,,,,,0.8787243434120503,,,component__che_pct_gdp / component__beds_10k / component__govt_he_pct,高收缩压 / 高血糖 / 膳食风险
SLB,2023,800005.0,2837.924818421207,364.5056314568465,827.1510294434114,797.6116234230268,354.73838518774346,45.56291916386104,103.39323247272348,99.70082979769212,70.5277,69.2167,71.9821,0.584,800.006,27.7818,20.2509,2.383,3.5573,3.62653756755422,800005.0,30.0088821088389,5334.817331968495,,1510.6798222739733,1671.206176408837,902.1314166436064,868.1872753992966,1568.4381033034604,1531.36956147256,188.83379757301185,208.89946642943943,112.76572229468646,108.52273115784234,196.05353757832268,191.41999880907744,,,,,2.38,20.01,47.0,5.36366177,111.35532379,62.90795135,33.86875916,,,,,,,,,,,,,1.0,类型1-高负担转型承压型,0.8657399383203037,0.7929620034542315,0.8974884858952216,0.8452252446747266,0.32026883687652863,0.21651331717173355,0.2995177329355696,0.545707511739157,高压低响应型,,0.1513870094722598,0.3055367994598244,0.23585924006908462,0.46191212188121,0.3468846663720725,0.6542283064694193,,,,,,,0.08607371441182962,,,component__ext_he_pct / component__doctors_10k / component__uhc_index,高收缩压 / 吸烟 / 高血糖
SLE,2023,8460512.0,9886.594519766562,1335.07596911435,4493.429600319639,2917.89423743958,116.855747261709,15.780084811821672,53.11061080369177,34.48838837932716,61.7858,60.0646,63.5022,0.467,8460.512,117.933,19.2703,2.184,3.7914,3.20667945391485,8460512.0,44.809324991151,4541.882411824281,,2620.0366681228215,9152.847201257233,1801.430454523183,2369.111517441067,6275.020278137653,3764.914276391247,30.96782639304597,108.18313597637156,21.292215583680782,28.00198755632126,74.16832785223463,44.49983968335778,,,,,,,48.0,4.71883011,35.76205063,16.71863747,28.50403595,,,,,,,,,,,,,2.0,类型2-低缓冲低承载型,0.1191777156017674,0.3176273747841105,0.3213154864709269,0.3194714306275187,0.18621738664237059,0.19240335543716702,0.1874545804013299,0.1320168502261888,低压低响应型,,,,0.24568221070811744,0.35062927798631044,0.13897481219619973,0.08633252373592404,,,,,,,0.10946810858530126,,,component__govt_he_pct / component__ext_he_pct / component__che_pc_usd,高收缩压 / 高血糖 / 膳食风险
SLV,2023,6309624.0,11205.724010042715,1835.1173068991511,7793.054768926712,7804.078971553784,177.59733400980338,29.084416233029913,123.51060489383698,123.68532533085624,72.0993,67.5237,76.264,0.678,6309.624,304.5185,26.9557,0.455,1.7751,8.00031824400313,6309624.0,74.6080675149903,6251.226148278239,39.8,1619.1536044386849,4921.078666141269,5063.840391027299,6888.090812291355,7893.862808143216,5520.7645607144705,25.661649639323752,77.99321585789058,80.25581858803788,109.1680076703676,125.1082918434318,87.4975206242792,,,,12.0736196,16.16,,79.0,9.28738594,500.69497681,60.54508972,0.88708884,,,,,,,,,,,,,1.0,类型1-高负担转型承压型,0.17668604458087,0.6573834196891191,0.5893062751871042,0.6233448474381116,0.5849208631756956,0.4534130073718298,0.5586192920149224,0.06472555542318914,相对均衡型,0.19762308998302208,0.4321718538565629,,0.7958765112262521,0.8648708324133363,0.6504639858594786,0.6177964230514462,,,,,,,0.5356433458397705,,,component__beds_10k / component__doctors_10k / component__ext_he_pct,高收缩压 / 吸烟 / 高血糖
SMR,2023,33860.0,81.99386653622544,14.267537577256686,87.2094842194335,13.710639593264988,242.1555420443752,42.136850493965404,257.5590201400871,40.49214292163316,85.7062,84.206,87.0998,0.915,33.733,552.9918,47.3927,-0.744,1.1494,21.6823538130883,33860.0,97.1317310361655,51157.84184369801,,25.18063441174895,18.634674364122684,21.51533273779814,24.872059786305744,46.106078575853736,26.102405083882697,74.3669061185734,55.03447833468011,63.54203407500927,73.4555811763312,136.1668002830884,77.08920580000797,,,,,46.29,94.36,74.0,6.60829115,3923.5234375,86.90821075,0.0,,,,,,,,,,,,,1.0,类型1-高负担转型承压型,-0.1058373491876002,0.7219883419689119,0.5631836499712147,0.6425859959700633,0.8359287174514926,0.8767769254235729,0.8440983590459087,-0.2015123630758454,相对均衡型,,0.95297699594046,0.8639432815665091,0.6493955094991365,0.6080812541399867,0.9204595669465312,0.9779200706557739,,,,,,,0.8787243434120503,,,component__che_pct_gdp / component__uhc_index / component__nurses_10k,高收缩压 / 吸烟 / 高血糖
SOM,2023,18358615.0,10822.248137410686,2235.0466344987713,7715.050484271253,5349.926787114391,58.94915350319556,12.17437499778045,42.02414225839614,29.141233078390663,58.8158,56.3498,61.3878,0.404,18358.615,29.2642,15.4468,3.565,6.1319,2.56456709833503,18358615.0,54.0714435506882,4541360.332954674,,3517.8708708129643,16987.829833910477,2047.0323637311,3760.0238811120303,6976.950393049206,5135.834233438384,19.161962222166345,92.53328660092538,11.150254873426457,20.480977901176264,38.00368597004297,27.97506366051243,,,,,,,30.0,3.74413586,22.37065506,14.16550159,54.40633774,,,,,,,,,,,,,2.0,类型2-低缓冲低承载型,-0.2172472564482744,0.15581822107081172,0.16123344847438112,0.1585258347725964,0.08239130680971578,0.3839955486157582,0.14271215517092428,0.015813679601672126,低压低响应型,,,,0.07674870466321243,0.18767939942592185,0.06738842244807777,0.0571870170015456,,,,,,,0.02295299050982123,,,component__ext_he_pct / component__govt_he_pct / component__che_pc_usd,高收缩压 / 高血糖 / 膳食风险
SRB,2023,6623183.0,60989.715987030904,3670.937144620756,27653.68262609987,6480.338621793729,920.8520433004932,55.42557324206135,417.52859049946034,97.8432669276046,76.7693,73.5002,80.0421,0.833,6773.201,88.2663,43.8716,-0.439,1.5,22.3383596618497,6623183.0,62.1434649229738,352041.3277516179,,18593.122978822743,14085.199786122796,13290.204498649544,13776.16965070193,38659.172697655915,22476.444510607624,280.7279064888097,212.6651156418718,200.66189472115664,207.99923013907255,583.6947687789378,339.3601612790651,,,,,32.15,70.15,73.0,8.03133774,983.69372559,65.54528046,0.00018283,,,,,,,,,,,,,1.0,类型1-高负担转型承压型,0.8195027901204633,0.95331390328152,0.9890616004605643,0.9711877518710421,0.7289978838120591,0.7952231232887037,0.742242931707388,0.22894482016365414,高压高响应型,,0.7483085250338295,0.7638419986495611,0.625107944732297,0.7553543828659748,0.7631462660185594,0.6906601898873923,,,,,,,0.7565658794967999,,,component__uhc_index / component__govt_he_pct / component__doctors_10k,高收缩压 / 吸烟 / 高血糖
SSD,2023,11483374.0,12674.530846113112,1236.8504135006597,8806.836257400624,3992.0572959531346,110.37288209992214,10.770792743497337,76.6920615613549,34.76380109150094,57.6174,54.6357,60.6272,0.388,11483.374,20.355,17.9697,5.862,3.8638,2.91238881534295,11483374.0,21.0737755279692,,,2169.2772128398187,10378.175231602074,1835.7875861658624,2146.185880613287,7325.899066084734,5127.394777597553,18.890590978224857,90.37566164440932,15.98648259793561,18.68950606862832,63.79570208272181,44.650594656218225,,,,,,,41.0,11.61002254,72.75582886,4.31647301,62.29821396,,,,,,,,,,,,,2.0,类型2-低缓冲低承载型,0.111529703824641,0.30640112262521585,0.21927173287276913,0.2628364277489925,0.2862096116227564,0.08266347251487671,0.24550038380118044,0.017336043947812074,低压低响应型,,,,0.17076856649395508,0.9666593066902186,0.27728678745028723,0.003311989401633915,,,,,,,0.013021408077687044,,,component__govt_he_pct / component__ext_he_pct / component__uhc_index,高收缩压 / 高血糖 / 膳食风险
STP,2023,230871.0,247.67740074542533,104.4724290598511,151.3374731572211,61.97680065049669,107.27956336890529,45.2514300452855,65.55066385870079,26.844775069409625,69.7182,66.2389,73.7281,0.637,230.871,240.4911,19.0523,2.004,3.6444,3.86730280697271,230871.0,68.6043921103568,14630.111046667758,,39.730750652838914,134.29647247311794,60.41281982761668,50.323679241204786,151.15688894272296,93.5204608972171,17.209069416617467,58.1694853286545,26.16734879115033,21.797315055249378,65.47244519351628,40.507669173355296,,,,,,,60.0,5.77292156,171.05166626,36.96479034,43.9212265,,,,,,,,,,,,,2.0,类型2-低缓冲低承载型,-0.1346569091861115,0.42702936096718486,0.20282815198618306,0.31492875647668395,0.3234556409679974,0.41931377442248574,0.34262726765889506,-0.027698511182211116,低压低响应型,,,,0.3542746113989637,0.51269595937293,0.41184268669907204,0.29233826451755357,,,,,,,0.04612668285146767,,,component__ext_he_pct / component__govt_he_pct / component__uhc_index,高收缩压 / 高血糖 / 膳食风险
SUR,2023,628886.0,1358.4447711818557,154.59400495730293,715.1121227421045,522.9896041662021,216.00811135593028,24.58219851567739,113.7109305569061,83.1612731347497,73.631,70.4581,76.8353,0.722,628.886,4.0313,28.0996,0.909,2.2493,7.62149260756322,628886.0,65.7562408447266,40067.178640506456,,404.12775845837007,314.3269480930857,406.1772312782918,599.7074735872463,789.2789928475114,569.8067290882811,64.26089282610363,49.98154643179936,64.58678222734991,95.3602836741868,125.50430329940744,90.60572648910632,,,,,13.55,17.27,74.0,5.40666008,297.04589844,62.00385666,5.16391993,,,,,,,,,,,,,1.0,类型1-高负担转型承压型,0.1404297644734121,0.6387089810017271,0.5776482440990213,0.6081786125503742,0.47105701044717485,0.5785658298099269,0.4925587743197253,0.11561983823064892,相对均衡型,,0.3871786197564276,0.2663740715732613,0.6493955094991365,0.46831530139103555,0.5273972602739726,0.6416427467432104,,,,,,,0.3570955638931803,,,component__nurses_10k / component__ext_he_pct / component__doctors_10k,高收缩压 / 吸烟 / 高血糖
SVK,2023,5426740.0,23505.957354249593,1145.1419194783605,14806.23933007869,1634.758229994177,433.15060891528975,21.101838663329374,272.83856108969087,30.124130324912876,78.3414,75.022,81.5811,0.88,5518.054,112.5376,41.3021,0.055,1.56,18.0508365765507,5426740.0,53.190805019646,24155.307975901516,23.8,7201.33587048418,3543.4343933697587,5334.798261073162,6050.812983645571,15051.70743798063,11445.05849367656,132.70095619993182,65.29582020457511,98.30576480673778,111.49996100136676,277.3618680456523,210.90117628035543,,,,55.668145508,37.61,59.72,78.0,7.35262203,1813.46618652,78.94538116,0.0,,,,,,,,,,,,,1.0,类型1-高负担转型承压型,0.146884126273828,0.6456174438687392,0.7974597006332758,0.7215385722510075,0.8026573333465794,0.7283781911530338,0.7878015049078704,-0.0662629326568629,高压高响应型,0.8105263157894737,0.8660351826792964,0.6701553004726536,0.7638169257340242,0.6904393905939501,0.8435704816615113,0.8979907264296755,,,,,,,0.8787243434120503,,,component__nurses_10k / component__che_pct_gdp / component__uhc_index,高收缩压 / 吸烟 / 高血糖
SVN,2023,2120461.0,6974.154939516793,672.5260925922731,6459.453904296869,910.520445168633,328.89805280629037,31.7160321549075,304.6249803366753,42.939740234252504,81.6034,78.896,84.3365,0.931,2118.396,105.194,43.8938,0.078,1.5761,21.3323429613727,2120461.0,55.5378927789875,30812.75185186413,24.7,2076.651919591021,1159.0342822137177,1992.9012876589604,2076.3825953756605,4045.773364504814,2706.779440918136,97.93398320417216,54.65954253408658,93.98434055891433,97.92128199366368,190.79687692934763,127.65051754869042,,,,,35.07,106.82,84.0,9.30008888,3037.7644043,73.1528244,0.04905957,4034.2681668528,,,,,,12.91975498,,,,,,1.0,类型1-高负担转型承压型,0.0307406581145387,0.7505397236614854,0.7144142199194013,0.7324769717904434,0.8558423709484111,0.7800627422339884,0.8406864452055266,-0.10820947341508325,高压高响应型,,0.8135994587280109,0.9078325455773126,0.935880829015544,0.8653124310002208,0.8963764913831197,0.823139765952749,0.9222298692360633,,,,,,0.7031560361951004,,0.8350539114475797,component__ext_he_pct / component__doctors_10k / component__govt_he_pct,高收缩压 / 吸烟 / 高血糖
SWE,2023,10536632.0,30242.095751492572,4744.753724841709,27523.386684203844,5093.439166689889,287.0186199109219,45.03102817714151,261.2161712035102,48.34029665921605,83.2624,81.4443,85.101,0.959,10551.494,25.9034,39.913,0.561,1.4301,20.5364235623884,10536632.0,88.631216160938,189672.60030084456,29.3,8694.438590592965,1036.5622584638063,7021.159197018198,8930.732364351557,16292.073354850396,10827.927012752323,82.51629733858945,9.837700115784688,66.63570671366521,84.75889035843291,154.6231599893628,102.76459320921832,,,,,,,85.0,11.152915,6206.23046875,86.0816803,0.0,6905.855058646535,,,,,,12.67632294,,,,,,1.0,类型1-高负担转型承压型,-0.2897724547026138,0.7840565630397236,0.5792674150834772,0.6816619890616005,0.9374602425492938,0.9058701710075823,0.9311422282409516,-0.24948023917935114,高压高响应型,,,,0.9547711571675302,0.9545153455508942,0.9745912505523641,0.9732832854934864,0.9841706813489333,,,,,,0.8787243434120503,,0.8421656343197981,component__wdi_out_of_pocket_pct / component__ext_he_pct / component__che_pct_gdp,高收缩压 / 吸烟 / 高血糖
SWZ,2023,1230506.0,1380.8275468536922,351.8685822563644,962.8458006638222,630.7083569230002,112.21623842985667,28.59543815766558,78.2479565856503,51.256016380497144,64.1227,61.1874,66.9532,0.695,1230.506,70.8694,21.9955,0.943,2.7525,4.14687128709653,1230506.0,25.8081878500755,22191.87657432977,,305.22312729877945,754.5976704429283,739.9389198798625,661.8345331150216,941.6413471409554,552.7632517255925,24.804684194858005,61.324176431722265,60.13289816383362,53.78555920206985,76.52472618101459,44.92162181456998,,,,,5.57,42.6,72.0,7.49763966,296.04562378,42.73051453,28.43986511,,,,,,,,,,,,,2.0,类型2-低缓冲低承载型,0.0158584366644854,0.49697754749568224,0.37751871042026486,0.43724812895797355,0.4376699572696546,0.33964701767768,0.4180653693512597,0.01918275960671384,低压低响应型,,0.23020974289580515,0.5182309250506415,0.6028713298791019,0.7034665489070435,0.5262925320371189,0.37248840803709427,,,,,,,0.11013021408077688,,,component__ext_he_pct / component__doctors_10k / component__govt_he_pct,高收缩压 / 高血糖 / 膳食风险
SYC,2023,119773.0,223.6087890971196,41.85908005973206,180.85231770347497,74.55193687158558,186.6938200572079,34.94867796559497,150.99589866119658,62.2443596399736,72.862,69.9369,76.5146,0.848,127.951,279.9792,33.6533,1.964,2.1334,8.33095611193391,119773.0,45.0971081321658,81339.18830582673,,102.96722207980211,21.87383864604526,72.25547351377394,86.69392895873236,172.7402441964747,116.32153071407184,85.96864241507026,18.262745899364013,60.32701319477172,72.38186315674848,144.2230253867522,97.11832442543133,,,,26.336149295,,73.2,80.0,4.48238087,766.28778076,70.26874542,0.0,,,,,,,,,,,,,1.0,类型1-高负担转型承压型,-0.0167855651676098,0.665587219343696,0.5531447898675877,0.6093660046056419,0.6806240780919776,0.6227852656201543,0.6690563155976129,-0.059690310991970974,相对均衡型,0.4784380305602716,,0.7781904118838623,0.8287996545768567,0.3124310002207993,0.7262483429076447,0.7615367630823582,,,,,,,0.8787243434120503,,,component__che_pct_gdp / component__beds_10k / component__che_pc_usd,高收缩压 / 吸烟 / 高血糖
SYR,2023,23594623.0,47695.386834133176,4158.135324343361,9412.440677674764,8469.82295974992,202.14515330095836,17.62323273545571,39.892312234337304,35.89725913293855,72.1201,69.8293,74.4118,0.564,23594.623,128.4341,22.2487,4.917,2.7122,4.68683691195235,23594623.0,72.1673803143204,,,13669.8329775108,14469.602534293384,16293.387873960157,14009.32926647882,31250.301046037905,18752.99031631573,57.936221220872234,61.32584756405467,69.0555126647294,59.37509264919732,132.44670637898264,79.47993200109927,,,,,,,70.0,2.70998812,33.34017944,14.93860626,11.78806877,,,,,,,,,,,,,2.0,类型2-低缓冲低承载型,0.0950474250783802,0.3662564766839378,0.5457685664939551,0.45601252158894645,0.21025370416158312,0.45601052621742966,0.2594050685727525,0.19660745301619398,低压低响应型,,,,0.5454447322970639,0.0633693972179289,0.12505523641184269,0.06778538308677412,,,,,,,0.24961377179430588,,,component__che_pct_gdp / component__govt_he_pct / component__che_pc_usd,高收缩压 / 高血糖 / 膳食风险
TCD,2023,19319064.0,21238.577985851098,2676.3148088788503,8094.68004208724,4416.899437983599,109.9358539619264,13.853232272944746,41.899959760406816,22.8629059771405,55.0692,53.1954,57.0137,0.416,19319.064,15.3423,15.4007,5.71,6.1203,2.07477443006556,19319064.0,26.3305395171046,152338.63454125263,,4198.001922370865,23888.683346464863,3966.1427676850553,5055.524046708231,12081.375021648184,8025.766632460001,21.729841168137675,123.65341999211176,20.529683879535032,26.168576524764507,62.53602670216416,41.54324781190228,,,,,0.85,1.66,26.0,4.99707747,47.43893051,25.24867439,22.35182571,,,,,,,,,,,,,2.0,类型2-低缓冲低承载型,-0.0313397666145526,0.18048359240069084,0.2852979274611399,0.23289075993091538,0.1453141312349525,0.24911405964205516,0.16607411691637303,0.06681664301454235,低压低响应型,,0.06309201623815967,0.004557731262660365,0.0508419689119171,0.4000883197173769,0.1818382677861246,0.1664826672554648,,,,,,,0.15029794747296402,,,component__nurses_10k / component__uhc_index / component__doctors_10k,高收缩压 / 高血糖 / 膳食风险
TGO,2023,9304337.0,10865.065639758051,1244.356370238576,4567.066950221847,2542.19808062609,116.77420583280733,13.373939166633535,49.08535611104635,27.322721442979653,62.7387,62.5356,62.9226,0.571,9304.338,171.0671,18.8184,2.323,4.1924,3.16375561398111,9304337.0,43.2496853032436,169141.53388518983,,1723.2691593324553,7920.395138569346,2414.029456384891,2229.633403538808,6886.199076280321,4452.720076219253,18.52113868330925,85.12584119179418,25.945206588979865,23.963377546823683,74.01063693501558,47.85639295115013,,,,,,,42.0,6.10829544,59.60503769,11.14169788,19.96798706,,,,,,,,,,,,,2.0,类型2-低缓冲低承载型,-0.1593901712277941,0.24233592400690845,0.27209268854346574,0.2572143062751871,0.23486917188172302,0.39869645798307024,0.2676346291019925,-0.010420322826805384,低压低响应型,,,,0.18199481865284975,0.5555310223007286,0.23199292973928415,0.03576948553764628,,,,,,,0.1690576031781064,,,component__govt_he_pct / component__ext_he_pct / component__uhc_index,高收缩压 / 高血糖 / 膳食风险
THA,2023,71702435.0,118952.0087987845,26096.391851325672,139568.56022727425,57047.06915800323,165.89674925096267,36.39540533222571,194.64967992687312,79.5608533489877,76.4115,72.1611,80.8611,0.798,71702.435,140.3481,39.6581,-0.037,1.2125,14.7182560815403,71702435.0,60.9341926574707,65824.55644822952,33.5,71047.34758942411,54745.77860159193,30677.130911241868,56014.7739287421,68012.13378477862,60411.65661154698,99.08638052448862,76.35135208670658,42.783945777074194,78.12115994211646,94.85331116687826,84.25328458028933,,,,23.8986295,5.91,35.72,82.0,4.53787661,326.50482178,77.88262939,0.09733295,,,,,,,,,,,,,1.0,类型1-高负担转型承压型,0.1838915157857344,0.6954339378238342,0.5614565342544617,0.6284452360391479,0.5545498320278732,0.6634641394595141,0.5763326935142015,0.05211254252494646,相对均衡型,0.4258064516129032,0.2395128552097429,0.450371370695476,0.8865500863557858,0.32236696842570106,0.550596553247901,0.8858467652903511,,,,,,,0.6753476053851247,,,component__doctors_10k / component__che_pct_gdp / component__beds_10k,高收缩压 / 吸烟 / 高血糖
TJK,2023,10389799.0,22984.5126903485,1846.3788178413988,5597.971857537665,2616.403541783213,221.22191863719885,17.77107351009773,53.87950101380849,25.182426934180462,71.7901,69.574,73.9758,0.691,10389.798,72.6052,21.925,1.962,3.0723,3.65005635094848,10389799.0,26.1890127571429,3676.998388106392,38.0,3907.511467297377,9271.079744792063,5753.854158418068,5264.693590436046,16181.319394342849,9641.633055052916,37.609115126263525,89.23252263871575,55.37984092298675,50.67175592555781,155.7423718624667,92.79903350442984,,,,40.424231131,18.7,64.53,72.0,7.43789911,85.14702606,25.61055756,11.90781498,,,,,,,,,,,,,2.0,类型2-低缓冲低承载型,0.0397827704577358,0.36652633851468047,0.5581102475532528,0.46231829303396665,0.48665470455734994,0.2625012074227442,0.4418240051304288,0.020494287903537856,低压低响应型,0.6753820033955857,0.47445872801082545,0.7211343686698177,0.6028713298791019,0.6957385736365643,0.30600972160848433,0.17001545595054096,,,,,,,0.24762745530787905,,,component__govt_he_pct / component__ext_he_pct / component__che_pc_usd,高收缩压 / 高血糖 / 膳食风险
